time_element,username,post_text,thread_page,post_text_cleaned
5:02:00 PM,DWDJR,  GrimTrader said:       Honestly it's just been the fourth down calls this game and unfortunately it's kind of a big deal when you screw those up.    Click to expand...  I don’t even hate the first one. They just made a play. That was 6 if the lineman doesn’t get his hand on the ball. Second one wasn’t good. But neither should have even gotten there. Players make basic plays on both third downs immediately before those and its never 4th down.  Its DeRuyter that’s lost right now and I didnt like going for the second 4th down which is Joey.,16,I don’t even hate the first one. They just made a play. That was 6 if the lineman doesn’t get his hand on the ball. Second one wasn’t good. But neither should have even gotten there. Players make basic plays on both third downs immediately before those and its never 4th down. Its DeRuyter that’s lost right now and I didnt like going for the second 4th down which is Joey.
5:03:00 PM,SwampRayder,"  mxraider said:       Haha, we called a timeout so they could review the play and give them a first down…    Click to expand...  The booth called it",16,The booth called it
5:03:00 PM,Centex48,Gus just forced the ref to review instead of having to use his last TO. That’s bullshit. What a little baby back bitch ref.,16,Gus just forced the ref to review instead of having to use his last TO. That’s bullshit. What a little baby back bitch ref.
5:03:00 PM,Mtterrell,That was a bullshit spot.,16,That was a bullshit spot.
5:03:00 PM,cjraider3,Great RIDER POWER!!! No longer ruined by those punks in the early aughts,16,Great RIDER POWER!!! No longer ruined by those punks in the early aughts
5:04:00 PM,mxraider,  TTwin said:       Remind me when Tech has won a conference championship outright.    Click to expand...  1955,16,1955
5:04:00 PM,Sectornaut,What the fvck happened to the radio broadcast?,16,What the fvck happened to the radio broadcast?
5:04:00 PM,J. Apodaca,Rabbit rolled his right ankle. Chapman Lewis in.,16,Rabbit rolled his right ankle. Chapman Lewis in.
5:05:00 PM,NYRaider,It’s amazing how easy third and shorts are when your WRs go beyond the sticks.,16,It’s amazing how easy third and shorts are when your WRs go beyond the sticks.
5:05:00 PM,Rolf C,Demerson in pain,16,Demerson in pain
5:05:00 PM,Centex48,Our DBs giving 10-15 yard cushions on third and short is my favorite.,16,Our DBs giving 10-15 yard cushions on third and short is my favorite.
5:05:00 PM,jopritch,"  Centex48 said:       Oh my God. That’s rabbit’s achilles, isn’t it?    Click to expand...  No. He’s riding the bike. Looks like cramps.",16,No. He’s riding the bike. Looks like cramps.
5:06:00 PM,4RunnerRaider,Bout time you call a fvcking hold,16,Bout time you call a fvcking hold
5:06:00 PM,Centex48,Two extremely obvious holds.,16,Two extremely obvious holds.
5:06:00 PM,wreckem1959,"This ucf offense is the reason why I wish we didn’t defer on the coin toss. You start the game behind, and are playing catch up",16,"This ucf offense is the reason why I wish we didn’t defer on the coin toss. You start the game behind, and are playing catch up"
5:06:00 PM,DWDJR,"I get they have speed but we cannot be giving them this type of cushion. Get up tight everywhere, stack the box. They’ll hit some shots but we will do better with this run game and get some stops too. Then we can get into a shoot out with their terrible defense.",16,"I get they have speed but we cannot be giving them this type of cushion. Get up tight everywhere, stack the box. They’ll hit some shots but we will do better with this run game and get some stops too. Then we can get into a shoot out with their terrible defense."
5:06:00 PM,raiderlex,We have absolutely zero answers for this offense. Did we even have a plausible defensive plan?,16,We have absolutely zero answers for this offense. Did we even have a plausible defensive plan?
5:06:00 PM,rimbo74,What the hell is wrong with the D?,16,What the hell is wrong with the D?
5:07:00 PM,jbryanford,They hold every play outside the pads.. it could be called every play.,16,They hold every play outside the pads.. it could be called every play.
5:07:00 PM,SwampRayder,How the F do we not have an easy play like that on 3rd down easy pass easy catch.,16,How the F do we not have an easy play like that on 3rd down easy pass easy catch.
5:07:00 PM,NYRaider,Dunlap dinged up,16,Dunlap dinged up
5:07:00 PM,Dynomite Dolemite,  rimbo74 said:       Refs are sucking Malzahn    Click to expand...   His offense looks pretty effective.,16,His offense looks pretty effective.
5:07:00 PM,applejax,It sure who to b**** at! Offense or defense!,16,It sure who to b**** at! Offense or defense!
5:07:00 PM,raiderlex,What's worse: our defense or this godawful broadcast,16,What's worse: our defense or this godawful broadcast
5:08:00 PM,blackswarm93,Best refs ever,16,Best refs ever
5:08:00 PM,DWDJR,I’m going to stab my eyes out if I have to watch the Kliff era defense again today.,16,I’m going to stab my eyes out if I have to watch the Kliff era defense again today.
5:08:00 PM,raiderfan77,"  chaseallen_44 said:       I missed it but did someone whiff on a block on that screen?    Click to expand...  No, receiver was one on one with defender.",16,"No, receiver was one on one with defender."
5:08:00 PM,jbryanford,We really need to get some turnovers this game...,16,We really need to get some turnovers this game...
5:08:00 PM,FiscalKliff,"For the love of god, stop a 3rd and long",16,"For the love of god, stop a 3rd and long"
5:08:00 PM,SwampRayder,QB run for first down incoming,16,QB run for first down incoming
5:09:00 PM,jopritch,I want to see someone take Plumlee’s head off .,17,I want to see someone take Plumlee’s head off .
5:09:00 PM,rimbo74,"I don’t have faith in the coaches decisions to put our players in situations they can succeed. It’s a weird feeling that the coaches, not the players, will let us down and that sucks",17,"I don’t have faith in the coaches decisions to put our players in situations they can succeed. It’s a weird feeling that the coaches, not the players, will let us down and that sucks"
5:09:00 PM,NYRaider,I was worried they had us right where they wanted us on the 3rd and 15. Nice stop,17,I was worried they had us right where they wanted us on the 3rd and 15. Nice stop
5:09:00 PM,jbryanford,Is Plumlee borderline special?,17,Is Plumlee borderline special?
5:09:00 PM,ehartin,This plumblee guy can jump,17,This plumblee guy can jump
5:09:00 PM,J. Apodaca,Cannot catch that White,17,Cannot catch that White
5:09:00 PM,raiderfan77,"Whenever I see a QB run up the middle versus us, I wish we had a Dwayne Slay on defense.",17,"Whenever I see a QB run up the middle versus us, I wish we had a Dwayne Slay on defense."
5:09:00 PM,GunsUp5,WHITE YOU ARE A MORON,17,WHITE YOU ARE A MORON
5:09:00 PM,Richards279,Time to sit white,17,Time to sit white
5:09:00 PM,redraider15,We are a team of mental midgets.,17,We are a team of mental midgets.
5:09:00 PM,J. Ramirez,Why is that punt getting fielded X????,17,Why is that punt getting fielded X????
5:10:00 PM,Whiterock H0rn,WTF is White doing?  Sigh.,17,WTF is White doing? Sigh.
5:10:00 PM,jopritch,What a bad punt return.,17,What a bad punt return.
5:10:00 PM,NYRaider,That’s a 6th year guy catching the ball at the goal line.,17,That’s a 6th year guy catching the ball at the goal line.
5:10:00 PM,FiscalKliff,We are literal retards,17,We are literal retards
5:10:00 PM,Guardians4312,X…,17,X…
5:10:00 PM,Used2BScooterTX,We are retarded,17,We are retarded
5:10:00 PM,rabidraider02,WTF was that.   Jeeezus,17,WTF was that. Jeeezus
5:10:00 PM,OGRaiderRed,Shocking to make a dumber play than we already have but we did it!,17,Shocking to make a dumber play than we already have but we did it!
5:10:00 PM,DWDJR,Lol  Whatever go score.,17,Lol Whatever go score.
5:10:00 PM,wreckemtech5,Sit his ass on the bench,17,Sit his ass on the bench
5:10:00 PM,ttuboat,"  raiderlex said:       What's worse: our defense or this godawful broadcast    Click to expand...  Broadcast, easily. It is awful",17,"Broadcast, easily. It is awful"
5:10:00 PM,raiderlex,"Someone get out a shotgun, that QB willingly flew through the air for no gd reason. Dumbass.",17,"Someone get out a shotgun, that QB willingly flew through the air for no gd reason. Dumbass."
5:10:00 PM,TylerHolloway,White having an absolutely forgettable game his last time out. Two huge mental errors.,17,White having an absolutely forgettable game his last time out. Two huge mental errors.
5:10:00 PM,jbryanford,White not having a great game with the big drop and then that decision.... come on White.. you are much better. You can do it!,17,White not having a great game with the big drop and then that decision.... come on White.. you are much better. You can do it!
5:10:00 PM,AustinRaider6,White playing like a nimrod wasn’t on my bingo card,17,White playing like a nimrod wasn’t on my bingo card
5:10:00 PM,ttukevin,That was the worst punt catch I’ve ever seen,17,That was the worst punt catch I’ve ever seen
5:10:00 PM,SwampRayder,I see our ST is still potato,17,I see our ST is still potato
5:10:00 PM,Rover82,senior special,17,senior special
5:10:00 PM,Bighunk,"WTF is White thinking, fielding the punt at the goal line?",17,"WTF is White thinking, fielding the punt at the goal line?"
5:10:00 PM,Bluefalcon69,worst coached team in America?  Lucky that wasn’t a safety,17,worst coached team in America? Lucky that wasn’t a safety
5:10:00 PM,CumberlandBlues,Does White have money on UCF or something?,17,Does White have money on UCF or something?
5:10:00 PM,techsan111,X. White with arguably the lowest football IQ play of the season and that’s saying a LOT for with team.,17,X. White with arguably the lowest football IQ play of the season and that’s saying a LOT for with team.
5:10:00 PM,Centex48,Xavier a little too giddy about senior night and it ****s our drive. Rough last couple touches for him after a good first catch.,17,Xavier a little too giddy about senior night and it ****s our drive. Rough last couple touches for him after a good first catch.
