time_element,username,post_text,thread_page
5:12 PM,VivaTerlingua,WHY THE PHUCK DID YOU CATCH THAT PHUCKING PUNT RIGHT ON THE PHUCKING GOAL LINE,18
5:12 PM,TechRocks,"  ronerich said:       In my 40+ years of watching football, I think that is a first for me to see.    Click to expand...   Stupid play.",18
5:13 PM,GrimTrader,  Techbassn said:       Ahhhh catching a punt at the one yard line. Very nice    Click to expand...    ,18
5:13 PM,TylerHolloway,Is Price out? I missed the early stuff,18
5:13 PM,jbryanford,A Morton run every once in a while is a good game... just get out bounds or slide,18
5:13 PM,DWDJR,Alright I will take the decent gain but let’s never run Morton again. He looks healthy. Don’t let him get hit and risk that.,18
5:13 PM,Centex48,I hold my breath and clinch on every QB keeper.,18
5:14 PM,CumberlandBlues,Morton’s arm looks healthy finally.,18
5:14 PM,Rolf C,  TylerHolloway said:       Is Price out? I missed the early stuff    Click to expand...  Out and will not play today.,18
5:14 PM,Centex48,Turns out we’re even worse at very slow tempo than hurry up offense.,18
5:15 PM,Stev0,Two Mills penalties and counting,18
5:15 PM,TechFan88,  TylerHolloway said:       Is Price out? I missed the early stuff    Click to expand...  Yes,18
5:15 PM,ttuboat,gotta love when a db celebrates and gets flagged,18
5:15 PM,A. Dickens,The program’s absolute worst group of receivers in the Big 12 era and I don’t think it’s particularly close. Just awful.,18
5:17 PM,GunsUp5,We are just stupid,18
5:17 PM,TTU15Fan,Why does Jordan Brown not play more? He just catches it.,18
5:17 PM,Time To Win,We’re just F’ing stupid,18
5:17 PM,PHF_TTU,"It's like these guys aren't even coached, this is crazy",18
5:17 PM,techsan111,Where has this version of Brown been all year,18
5:17 PM,OGRaiderRed,Jordan Brown our best WR,18
5:17 PM,jopritch,Where the f*ck has Jordan Brown been all year?,18
5:18 PM,Centex48,We always go directly to the guy who just got the ball when we go up-tempo.,18
5:18 PM,Jordon232,brown makes plays every opportunity he gets,18
5:18 PM,NYRaider,McCray is really good. Glad to see him finally get fed.,18
5:18 PM,Stev0,"This TV coverage is confusing, I have no idea of down or distance.",18
5:18 PM,rimbo74,Hurry up has never helped with and we still do that stupid sh!t,18
5:18 PM,DWDJR,Alright its nice to see Morton is healthy and I get youre all excited to call all the plays you haven’t been able to the last several weeks but lets not forget Tahj exists please.,18
5:18 PM,J. Ramirez,WOW THARP,18
5:18 PM,raiderfan77,Touchdown Red Raiders.,18
5:18 PM,TTUGrad08,Hell yeah,19
5:18 PM,GunsUp5,Let’s go!,19
5:18 PM,PA Raider,No Bradley ?,19
5:18 PM,ronerich,The tempo shit has to go.  It is executed soooo poorly every damn time.,19
5:18 PM,B. Golan,No clue how Tech scored with such a terrible OC calling the plays. Really bottles the mind,19
5:18 PM,Used2BScooterTX,"I tried to tell you, my baby is always open.  — Jordan Brown’s mom",19
5:18 PM,NYRaider,We’re going to boat race these dorks if we can get another stop and score before the half.,19
5:18 PM,MacRed,Behren Morton is back,19
5:18 PM,ttuboat,Offsense honestly looks ok with healthy Morton.,19
5:18 PM,deadring,Wow Morton on fire,19
5:18 PM,B. Golan,  ronerich said:       The tempo shit has to go.  It is executed soooo poorly every damn time.    Click to expand...  Like that touchdown?,19
5:18 PM,Centex48,Morton is going the fvck off right now.,19
5:18 PM,jopritch,LET’F F*CKING GO!!!!!!!!,19
5:19 PM,Guardians4312,What a solid drive. Hopefully this will open the run up in the second half,19
5:19 PM,J25TxTech,Not bad for catching a punt on the one inch line!,19
5:19 PM,jclarktt,That might have been the best pass I’ve seen all year.,19
5:19 PM,AustinRaider6,Somebody tell me again why Morton shouldn’t have been starting from game fvcking one,19
5:19 PM,RedRaider2014,Morton looking real good even not at 100%!,19
5:19 PM,MrLobster420,   ,19
5:19 PM,Bettycawkder,Morton looking sharp.,19
5:19 PM,Time To Win,Gentleman this is healthy Morton,19
5:19 PM,Jordon232,That is the offense I expected just beautiful!,19
5:19 PM,raiderfan77,Behren is a different QB when healthy.,19
5:19 PM,GrimTrader,That was a beautiful drive. This is the Morton we have seem glimpses of just never strung together multiple games of it.,19
5:19 PM,Used2BScooterTX,"  B. Golan said:       No clue how Tech scored with such a terrible OC calling the plays. Really bottles the mind    Click to expand...  Always here to defend your boy, right on cue",19
5:19 PM,A. Dickens,Did Morton get a shoulder transplant during the week or did he just get shot up with the really good shit before the game?,19
5:19 PM,techsan111,"Money Morton might be him, y’all.",19
5:19 PM,PHF_TTU,  MacRed said:       Behren Morton is back    Click to expand...  He is a totally different quarterback from last year,19
5:19 PM,jbryanford,We did it guys... all the  complaining fixed the jinx!,19
5:19 PM,B. Golan,"  Used2BScooterTX said:       Always here to defend your boy, right on cue    Click to expand...  I like it when Tech scores, sorry you (and some others ITT) don’t.",19
5:19 PM,ehartin,Sure wish we had Morton all season.  This kid is going to be great,19
5:20 PM,VivaTerlingua,MASON THARPE YOU SEXY BEAST!!,19
5:20 PM,J. Apodaca,Excellent drive. That ball from Morton to McCray was wild.,19
5:20 PM,Centex48,"Alright, complimentary football here please…  defensive stop, offensive score, get the ball first after half 🙏🏻",19
5:20 PM,ctalaman,Morton looks like the antidote we’ve needed for years,19
5:20 PM,Bettycawkder,"Enough with the tempo shit, though.",19
5:20 PM,wreckemtech5,Ladies and gentlemen we have a qb,19
5:20 PM,CumberlandBlues,Brown is better than Bradley.,19
5:20 PM,jbryanford,Morton has some stuff on his throws today we haven't seen this year... might just be getting healthy at the right time.,19
5:20 PM,txtechx,Damn WRs are stepping up today. Morton looking sharp as well.,19
5:20 PM,Rover82,I baffled. Where did our dominant screen game go?,20
5:20 PM,Stev0,  GrimTrader said:       That was a beautiful drive. This is the Morton we have seem glimpses of just never strung together multiple games of it.    Click to expand...   You may have manifested it Grim!,20
5:20 PM,ronerich,  A. Dickens said:       Did Morton get a shoulder transplant during the week or did he just get shot up with the really good shit before the game?    Click to expand...   I was coming here to post that I would bet good money that he got an injection before the game.  Just like Mahomes did to play through his AC Joint issue several years ago.,20
5:21 PM,wreckedraider07,  B. Golan said:       No clue how Tech scored with such a terrible OC calling the plays. Really bottles the mind    Click to expand...  Come on Golan.  That was prob the better drives we have seen ALL year,20
5:21 PM,Used2BScooterTX,"  B. Golan said:       I like it when Tech scores, sorry you (and some others ITT) don’t.    Click to expand...  Don’t get it twisted my dude. We all like it when Tech scores, that’s why your boy’s constant failings are so infuriating",20
5:21 PM,mxraider,   ,20
5:21 PM,Time To Win,I would like the other 6 points on 2 FG’s can we have a do over?,20
5:21 PM,MacRed,  Rover82 said:       I baffled. Where did our dominant screen game go?    Click to expand...  Funny what happens when you actually throw down field.,20
5:21 PM,chaseallen_44,  DWDJR said:       Alright its nice to see Morton is healthy and I get youre all excited to call all the plays you haven’t been able to the last several weeks but lets not forget Tahj exists please.    Click to expand...    ,20
5:21 PM,AustinRaider6,  B. Golan said:       No clue how Tech scored with such a terrible OC calling the plays. Really bottles the mind    Click to expand...  Because he was forced to play his best QB on the roster due to injury.  God awful talent evaluation not having Morton start since game 1.  Probably cost us 2-3 games.    That play was all QB making things happen.  Not OC scheme.  I know you have a Kittley crush but be honest about that last one.,20
5:22 PM,GrimTrader,  Stev0 said:       You may have manifested it Grim!    Click to expand...  I'll take all of the credit I don't deserve. Just glad to see the offense perform in a way we felt they should have all year.,20
5:22 PM,jmo15,  J. Apodaca said:       Excellent drive. That ball from Morton to McCray was wild.    Click to expand...  This. Put it in a spot where on McCray could get to it well before his break due to pressure. Impressive.,20
5:22 PM,TTwin,  ttuboat said:       Offsense honestly looks ok with healthy Morton.    Click to expand...  Yeah.  I'll give Kittley a little more credit and freedom,20
5:22 PM,RaiderRam,"  mxraider said:       They haven’t scored all year…I don’t why you think they’ll start tonight.  They get whatever they want, whenever they want it on offense and Lux Is getting abused.    Click to expand...  Post less keyboard warrior. We’ve been playing really well on O the whole game.",20
5:22 PM,J. Ramirez,"Good to see the offense opening up a bit, I know you running the ball truthers must be in hell right now but damn it the pass is finally working",20
5:23 PM,DWDJR,We’ve crossed the UCF 35 every drive. Offense is humming and two stupid mistakes by the players are the only reason its not 28.  Now figure out the rest. Special teams been bad. Defense been not great.,20
5:23 PM,OGRaiderRed,Only pass to Brown and TEs,20
5:23 PM,ronerich,  B. Golan said:       Like that touchdown?    Click to expand...   I'm referring to the 98% of the other times when it nets us 1 or fewer yards because we are going so fast we have blown assignments all over the place.  No need to be a white knight here.  You know that nascar-esque offense has been a disaster.,20
5:23 PM,B. Golan,Rabbit and now Hutchings down. I hate to see that,20
5:23 PM,MacRed,  TTwin said:       Yeah.  I'll give Kittley a little more credit and freedom    Click to expand...  I’m not there yet.,20
5:23 PM,J. Apodaca,Boog is down.,20
5:23 PM,JoeFlop,DOWNFIELD PASSING ATTACK    ,20
5:23 PM,J. Ramirez,Jaylon Hutchings slow to get up,20
5:23 PM,Techbassn,Keep the speed out there at receiver! Bradley isn’t getting by anyone,20
5:23 PM,CumberlandBlues,Maybe Jordan Brown’s mom is correct bc he was definitely open on every play like she tells us on the twitters.,20
5:23 PM,NYRaider,Ahh ****,20
5:24 PM,MacRed,  B. Golan said:       Like that touchdown?    Click to expand...    ,20
5:24 PM,Whiterock H0rn,Can’t afford to lose JH.,20
5:24 PM,Froda,Every senior we have will be hurt this game apparently. It’s incredible,20
5:24 PM,J. Ramirez,"Gingerly walking off, not putting much weight on the right leg",20
5:24 PM,MJRaider,Snakebit always,20
5:25 PM,AustinRaider6,Fvck.  Losing Rabbit and Hutchings before UT week would be a huge kick in the nuts,20
5:25 PM,chaseallen_44,  CumberlandBlues said:       Brown is better than Bradley.    Click to expand...  Other than the 4 flash plays Bradley has had this season (huge ones tbh) this is true.,20
5:25 PM,euhernan,Not Boog...  not like this 😢,20
5:25 PM,jopritch,F*ck UCF. Let’s knock some of their guys out.,20
5:25 PM,Centex48,"  J. Ramirez said:       Good to see the offense opening up a bit, I know you running the ball truthers must be in hell right now but damn it the pass is finally working    Click to expand...  I prefer a passing offense, but I prefer handing it off to our best player if our passing game exclusively consists of WR screens & an occasional quick slant.   Throwing the ball downfield and across the middle like we’re used to seeing as Tech fans has been beautiful so far. Keep it up.",20
5:25 PM,TechFan88,  J. Ramirez said:       Jaylon Hutchings slow to get up    Click to expand...  13 for Tech got thrown or pushed into his leg,20
5:25 PM,B. Golan,"  AustinRaider6 said:       Because he was forced to play his best QB on the roster due to injury.  God awful talent evaluation not having Morton start since game 1.  Probably cost us 2-3 games.   That play was all QB making things happen.  Not OC scheme.  I know you have a Kittley crush but be honest about that last one.    Click to expand...  So when Xavier White drops a wide open 1st down and Tech turns it over it’s on ZK but when Tech scores he gets none of the credit? Interesting   All good tho, go win this game and I’ll be down to go back and forth after.   Fun game so far. Gonna be really cold here soon.    ",20
