time_element,username,post_text,thread_page,post_text_cleaned,Sentiment
8:05 PM,ronerich,Where is the creativity?  This offense is brutal to watch on most drives.  Sweet.....another 3 and out and a punt (attempt).,21,Where is the creativity?  This offense is brutal to watch on most drives.  Sweet.....another 3 and out and a punt (attempt).,negative
8:05 PM,wreckem1959,We are just shitting the bed. In every phase of the game.,21,We are just shitting the bed. In every phase of the game.,negative
8:05 PM,yanceyRedRaider,Depending on our o to claw back. Were entirely fd,21,Depending on our o to claw back. Were entirely fd,negative
8:05 PM,Pete_Cawthon,Welp,21,Welp,none
8:05 PM,jkolb,Sweet offense,21,Sweet offense,positive
8:05 PM,applejax,27-7 coming right up!,21,27-7 coming right up!,positive
8:05 PM,B. Golan,"Holding just kills the drive. Tech can play with these guys but not when they drop the ball (on both sides), turn it over, and get behind the chains.",21,"Holding just kills the drive. Tech can play with these guys but not when they drop the ball (on both sides), turn it over, and get behind the chains.",negative
8:05 PM,Richards279,Why arent we allowed to throw it to the middle of the field?,21,Why arent we allowed to throw it to the middle of the field?,none
8:05 PM,GunsUp5,UT at freaking mid field every got damn drive,21,UT at freaking mid field every got damn drive,negative
8:05 PM,AustinRaider6,So we only run the ball when we need 20 yards for a first down,21,So we only run the ball when we need 20 yards for a first down,negative
8:06 PM,ronerich,McNamara looks really slow releasing the punt. He needs to speed things up a tad.,21,McNamara looks really slow releasing the punt. He needs to speed things up a tad.,negative
8:06 PM,Froda,I knew when the deep snapper went down it wouldnt be good but I didnt know it would be this detrimental.,21,I knew when the deep snapper went down it wouldnt be good but I didnt know it would be this detrimental.,negative
8:06 PM,TTUfirebird2008,Were lucky to have 6 wins. Weve looked awful for the vast majority of this season. Found a way to squeak out 5 conference wins along with the creampuff OOC win.,21,Were lucky to have 6 wins. Weve looked awful for the vast majority of this season. Found a way to squeak out 5 conference wins along with the creampuff OOC win.,negative
8:06 PM,TTU15Fan,I thought McNamara was a good punter?,21,I thought McNamara was a good punter?,positive
8:06 PM,chaseallen_44,Man they try to play the field position game and not be aggressive and then follow it up with an awful punt. This is frustrating.,21,Man they try to play the field position game and not be aggressive and then follow it up with an awful punt. This is frustrating.,negative
8:06 PM,ttu_porters,Man that OL,21,Man that OL,positive
8:06 PM,ADA RedRaider,We are getting fisted.,21,We are getting fisted.,negative
8:06 PM,redraider2007,"I really wanted us to be competitive in this game and doesnt appear thats going to happen. I didnt think wed win, but I was hoping and praying that since this is in prime time that we would at least keep it close. Looks like its going to be over with at halftime. Oh well.",21,"I really wanted us to be competitive in this game and doesnt appear thats going to happen. I didnt think wed win, but I was hoping and praying that since this is in prime time that we would at least keep it close. Looks like its going to be over with at halftime. Oh well.",negative
8:06 PM,NYRaider,"Bradford, Ledet, McAlpine is whats left of our usual DT. Banks and Brenden Jordan back to the locker room.",21,"Bradford, Ledet, McAlpine is whats left of our usual DT. Banks and Brenden Jordan back to the locker room.",negative
8:06 PM,Red Raidz,"  B. Golan said:       Holding just kills the drive. Tech can play with these guys but not when they drop the ball (on both sides), turn it over, and get behind the chains.    Click to expand...  Dont know that I agree with that. If tech plays a perfect game and this UT team plays a poor game we can play with them. Our OL is that bad and theirs is that good that it doesnt really matter.",21,Dont know that I agree with that. If tech plays a perfect game and this UT team plays a poor game we can play with them. Our OL is that bad and theirs is that good that it doesnt really matter.,negative
8:06 PM,Chrome21,  raiderfan77 said:       Most disappointing transfers to Texas Tech.  1. Mike Mitchell 2. Ofa Moatau 3. Rusty Staats    Click to expand...  What transfer ended up being a great top tier guy? Im trying to think of someone..,21,What transfer ended up being a great top tier guy? Im trying to think of someone..,positive
8:06 PM,stdbtm17,  chaseallen_44 said:        Click to expand...   This isnt the first time Kittley has sucked.,21, This isnt the first time Kittley has sucked.,negative
8:07 PM,Bettycawkder,  kswid27 said:       Cool hold    Click to expand...   They called it knowing exactly what they were doing. Game not just bad but about to get style points tor texas.,21, They called it knowing exactly what they were doing. Game not just bad but about to get style points tor texas.,positive
8:07 PM,BKCTTU,Holy moly our deep snapper  They are gonna block another one.  Oh and our OL is hot garbage.,21,Holy moly our deep snapper  They are gonna block another one.  Oh and our OL is hot garbage.,negative
8:07 PM,redraider2007,  ttu_porters said:       Man that OL    Click to expand...  This is the best defensive front Texas has had since 2009. This is why I think Sark is going to turn the corner at Texas because he is winning recruiting battles in the trenches and bringing in dudes.,21,This is the best defensive front Texas has had since 2009. This is why I think Sark is going to turn the corner at Texas because he is winning recruiting battles in the trenches and bringing in dudes.,positive
8:07 PM,BioRaider,We should just continue to throw to the perimeter. One has to work eventually.  Looks like the Longhorns have abandoned putting defenders in the middle too.,21,We should just continue to throw to the perimeter. One has to work eventually.  Looks like the Longhorns have abandoned putting defenders in the middle too.,positive
8:07 PM,ronerich,"  B. Golan said:       Holding just kills the drive. Tech can play with these guys but not when they drop the ball (on both sides), turn it over, and get behind the chains.    Click to expand...   But we are dropping balls (on both sides), turning it over, getting punts blocked, and getting behind the chains.  It is about to get super ugly.",21," But we are dropping balls (on both sides), turning it over, getting punts blocked, and getting behind the chains.  It is about to get super ugly.",negative
8:07 PM,TechRocks,Man. That hold is damn ticky-tacky. You can call holds all night on both teams if you use that as your basis for a hold call.,21,Man. That hold is damn ticky-tacky. You can call holds all night on both teams if you use that as your basis for a hold call.,negative
8:07 PM,Chrome21,"  NYRaider said:       Bradford, Ledet, McAlpine is whats left of our usual DT. Banks and Brenden Jordan back to the locker room.    Click to expand...  McAlphine is scared. I don't want him in the field. Gave them an easy 6",21,McAlphine is scared. I don't want him in the field. Gave them an easy 6,negative
8:07 PM,RaiderSeymore,Zach kittley is horrible.  Cock sucker can eat a dick.  50 burger.   And we have 59 total yards. ****ing joke.,21,Zach kittley is horrible.  Cock sucker can eat a dick.  50 burger.   And we have 59 total yards. ****ing joke.,negative
8:08 PM,twooth,"If Joey isnt thinking about major overhaul on offense RIGHT NOW, then he never will.  We look totally embarrassing on national tv- my 88 yr old mother just called me. TRUTH",21,"If Joey isnt thinking about major overhaul on offense RIGHT NOW, then he never will.  We look totally embarrassing on national tv- my 88 yr old mother just called me. TRUTH",negative
8:08 PM,redraider1212,"  B. Golan said:       Holding just kills the drive. Tech can play with these guys but not when they drop the ball (on both sides), turn it over, and get behind the chains.    Click to expand...  Thats a long list of things",22,Thats a long list of things,negative
8:08 PM,txtechx,  chaseallen_44 said:         Click to expand...  Well part of the offensive coaches jobs should be to recognize this and make adjustments?,22,Well part of the offensive coaches jobs should be to recognize this and make adjustments?,negative
8:08 PM,Guardians4312,Texas finally looking like a team full of 4 and 5 stars,22,Texas finally looking like a team full of 4 and 5 stars,positive
8:08 PM,TTwin,"I really like the way Kittley uses his TEs, especially with blitzes",22,"I really like the way Kittley uses his TEs, especially with blitzes",positive
8:08 PM,Bettycawkder,"  B. Golan said:       Holding just kills the drive. Tech can play with these guys but not when they drop the ball (on both sides), turn it over, and get behind the chains.    Click to expand...   No they can't. They shit the bed because we play scared.",22, No they can't. They shit the bed because we play scared.,negative
8:08 PM,B. Golan,"  RaiderSeymore said:       Kittley is so bad at his job.  Thats ****in Neal brown shit with a draw on 3rd and 23.   Kittley sucks.    Click to expand...  I would love to see your 3rd and 23 call with this OL against that defense.  Also, Behren checked into that run.",22,"I would love to see your 3rd and 23 call with this OL against that defense.  Also, Behren checked into that run.",positive
8:08 PM,redraider2007,"  AustinRaider6 said:       So we only run the ball when we need 20 yards for a first down    Click to expand...  Well, we tried to run it on 1st & 10 and got called for holding which put us in 1st & 20.",22,"Well, we tried to run it on 1st & 10 and got called for holding which put us in 1st & 20.",negative
8:09 PM,redraiderd,Had to play perfect to win. And we arent,22,Had to play perfect to win. And we arent,negative
8:09 PM,TTUfirebird2008,"  Guardians4312 said:       Texas finally looking like a team full of 4 and 5 stars    Click to expand...   They always seem to do that against us, while struggling against other teams with 3-star talent.",22," They always seem to do that against us, while struggling against other teams with 3-star talent.",negative
